부정,중립,긍정
-3.495766163,6.712726116,-2.527458906
-3.815298557,5.70718956,-1.230897188
-3.506436348,6.799250603,-2.65280056
-3.310438871,6.897150993,-3.093800783
-3.16021204,6.59138298,-2.844977617
-3.75425458,3.412502289,0.942121685
2.760265589,-2.66174674,-0.210615531
-3.198845863,6.757709503,-3.111381292
-2.468100071,6.311546803,-3.231525421
-3.437902927,-2.576342344,6.217338562
-2.92974329,2.840749502,0.480136245
-2.027005911,3.042550802,-0.184988692
-3.163174152,6.488525391,-2.677902937
-3.039599419,6.44175005,-2.715689421
-3.766107082,5.959557533,-1.478019357
-2.897738218,4.097460747,-0.585096538
-2.673133612,4.893079758,-1.851464748
-3.3752141,6.863513947,-2.834900141
5.467788219,-2.189304113,-3.539170027
1.876743555,-2.339185476,0.579476178
-0.902433097,-1.372003675,2.359663725
-3.673138857,5.590799809,-1.07559216
-4.348967075,4.472418308,0.699484527
-3.262300253,6.68522501,-2.717898607
-3.430222988,5.966776848,-1.696815729
-3.219913006,6.751299858,-3.094635248
-3.090869904,6.264442444,-2.5169487
-3.13833189,6.825378895,-3.257889032
-3.037144184,5.436681747,-1.823739886
-3.664966583,-2.568193674,6.666057587
-3.603084564,5.977107048,-1.887469888
-3.53923583,5.658200741,-1.407718658
-2.998542547,6.587614059,-2.93822813
-2.10485363,5.36673069,-2.633801699
0.700634956,-2.432453394,1.834796786
-3.167036533,1.400967956,2.000113249
-1.557135344,5.663990974,-4.041662216
0.700634956,-2.432453394,1.834796786
-3.380788803,6.85429287,-2.913647413
-3.167036533,1.400967956,2.000113249
-1.557135344,5.663990974,-4.041662216
-2.054085732,5.32293129,-3.07172823
-3.598081827,4.984339714,-0.63488251
-3.255165577,6.441064358,-2.34801054
-2.749395847,3.527242899,-0.248527274
-2.798256159,5.571192741,-2.322907925
-3.987668991,-0.237143055,4.898311615
-3.491686821,4.711746693,-0.485859364
-3.342505455,5.952913761,-1.826213598
-3.623090744,6.365818024,-1.912258625
-2.341031551,-0.347649246,3.214338064
-2.691601276,-1.299755096,4.530220985
-3.474983692,2.199080944,1.976426363
-3.413705826,4.896259785,-0.880489767
-3.723348141,2.720512867,1.715039611
-3.302342892,6.370267868,-2.463912249
-3.775343895,-0.825475991,5.237484932
-3.723348141,2.720512867,1.715039611
-3.302342892,6.370267868,-2.463912249
-3.775343895,-0.825475991,5.237484932
-3.211005926,2.434267759,1.476347208
0.690789759,3.358051777,-3.689814806
-3.46434617,-2.562059879,6.507074356
-2.653953552,-1.277679086,4.304805756
-4.096335888,-1.540790319,6.243353844
-4.11456728,-0.229335681,5.080075264
-2.755072594,4.886883736,-1.488375068
-2.526194096,-3.62651825,6.398656845
-3.092026234,6.699627876,-3.129766703
-3.549781322,3.322196722,0.702172041
4.904791832,-4.019366264,-1.288941026
-3.222199678,6.693461895,-2.973436832
-4.41064024,1.715015173,3.535058737
-2.191530466,-2.037253618,4.782778263
-3.719483376,6.7374897,-2.367901564
-3.506806374,3.541722298,0.534140408
-2.81527853,5.906935692,-2.539938688
-4.209421635,-0.596448958,5.485113621
-3.637548447,-1.297024965,5.718864441
-3.500465631,-2.723194599,6.562526226
-3.194327116,6.642370224,-2.847072363
-2.117228746,-0.009569958,3.03324604
-3.921079159,2.55945015,2.003464937
-2.565613508,5.438192368,-2.181615829
-3.208797932,6.804747581,-2.981951237
-3.421682835,6.857466698,-2.886220217
-3.505802155,4.770289898,-0.565741122
-3.382409573,-2.791405916,6.589418411
-3.579042912,-2.66395402,6.643882751
-3.330806494,-2.886929035,6.580053329
-2.835776091,-2.795619726,6.073277473
0.239442751,-2.663090944,2.652282476
-3.374248028,-2.831090212,6.599577904
-3.307786942,-2.90897727,6.57171154
-1.070855618,-0.549439549,1.698743582
2.48620224,-0.50536716,-2.289064646
4.264282703,-1.812358856,-2.571218729
-1.179291248,-2.028589487,3.610269308
0.437912464,-4.325517178,4.140757561
-3.303126097,-2.985096693,6.583490372
-1.210262299,-2.137520552,3.818980694
-3.527674675,-2.763733149,6.592039585
-3.697734833,-2.600854158,6.46480751
5.31947279,-1.960835218,-3.624657869
-3.19649148,-2.972646236,6.560653687
-2.288135529,1.949708819,0.397424728
-3.563367844,-2.676724672,6.59301281
-3.658386707,-2.670659781,6.567741394
-2.909384251,-2.983534575,6.3028965
-3.205009699,-2.676709414,6.311825752
-2.353091955,-3.64255476,6.350642681
-1.788327336,-3.306640863,5.254963875
-2.862019539,6.387888432,-2.869738817
-2.851000786,-2.949840546,6.212429523
-2.644550562,5.406202316,-2.295151234
-2.043805599,2.221576214,0.34197858
-2.041586876,-0.251991093,2.568498373
-2.259531975,-3.748303413,6.349589348
-3.648236752,-2.640025854,6.617314339
-1.728512526,-1.734519958,3.552170992
-2.717210054,-3.305666447,6.321708679
-3.181264877,-3.044828653,6.614172935
0.451097965,-3.923422813,3.802037477
-3.516488552,-2.837682486,6.4775877
3.832162619,-4.491610527,0.395644724
-3.239301205,-2.809168339,6.52451992
-3.298831224,-2.979182482,6.525856972
-3.366819382,-2.871174574,6.519568443
-3.497542858,-2.729723692,6.549405575
-3.42118907,-2.785331011,6.587416649
-3.31686306,-2.933775663,6.4848423
-2.49505043,-3.025454998,5.770645618
-3.606851816,-2.652081728,6.559063911
-3.313382864,-2.933167696,6.594673634
-2.945212603,-3.134403944,6.425981522
-1.971187353,2.006346941,0.566954315
-3.31440115,-2.964976072,6.541858196
-1.907706618,0.93204242,1.018482566
-2.737855911,-3.209623337,6.428265572
-3.107782364,-2.832397223,6.431478024
-3.402186155,-2.743910074,6.456313133
1.120652795,-4.404958248,3.552035093
-3.017236233,-3.124049425,6.531153679
-3.425768375,-2.777971983,6.508262634
-3.365238667,-2.785287142,6.446454048
2.762990475,-3.653798819,1.006800175
0.445156604,-4.421504974,4.334668159
-3.49281621,-2.755454302,6.599848747
-3.468142986,-2.703146219,6.532755852
-3.198677063,-3.010648251,6.611023426
-2.910352468,-3.203695774,6.521435261
-3.431340456,-2.696944237,6.433646202
-2.846390724,-3.296571493,6.506961823
-3.442881823,-2.75662899,6.515704155
-2.243139267,-2.245620012,4.875731468
-3.356943607,-2.819234848,6.495345116
-3.424435616,-2.802860737,6.594379425
-3.467209101,-2.74742794,6.546198845
3.940094471,-3.783434153,-0.436845034
-3.320083141,-2.930159807,6.514468193
-3.512269974,-2.752063036,6.533719063
-3.243481636,-2.976694107,6.427557468
-3.172365665,-3.032480478,6.506221771
-3.300949097,-2.913316965,6.529847145
-3.535215378,-2.775437117,6.60532093
-1.938867807,-2.475186348,4.539618492
-1.324871182,1.07952404,0.2194442
0.794224918,0.496386051,-1.445203662
-3.317418337,6.50491333,-2.615933418
-2.771025658,4.540371895,-1.057647109
-2.048470974,4.651795864,-2.004580259
-1.600702643,2.636457205,-0.79431349
-1.695635557,-2.270555019,4.095518112
-2.673133612,4.893079758,-1.851464748
-2.980788469,-3.122533798,6.424217224
-3.629009962,-2.660453081,6.570495129
-3.467067719,-2.777269363,6.583542347
-3.339556932,-2.8286798,6.508784294
-3.348874569,-2.818198919,6.474887848
-3.200737715,-2.971296072,6.577810287
-3.292225361,-2.983566999,6.590562344
-2.78315115,-3.315805912,6.524932861
1.64186728,-4.043934822,2.714989901
-3.246510506,-2.952389479,6.581749916
-3.55290556,-2.700954199,6.418700695
-3.391297579,-2.862778664,6.566382408
-3.232225418,-2.923815012,6.505680561
-3.250454426,-2.970295191,6.607074738
-3.219053268,-3.00683713,6.611197472
-3.246837616,-2.984995604,6.592135429
-3.286046982,-2.933995724,6.57632494
-3.443768024,-2.808956861,6.664589405
-3.50026083,-2.781054974,6.587479591
-3.47048521,-2.73059845,6.546262264
-2.918614388,-3.189091444,6.511111259
-3.298051834,-2.946894884,6.59798193
-3.19169569,-3.023812056,6.588885307
-3.406671286,-2.858170748,6.613876343
-3.31815052,-2.912124872,6.588317871
-3.754805803,-2.413022518,6.584411144
-3.340940952,-2.911094904,6.590353012
-3.25395298,-2.951705217,6.546544552
-3.471179962,-2.725142241,6.601840973
-2.735909462,-3.316656828,6.486997604
-3.842023611,-2.348901033,6.489435673
-3.41260004,-2.837498903,6.591622353
-3.408131599,-2.881553411,6.654823303
-3.009490252,-3.149556398,6.581422806
-3.401751518,-2.709873915,6.600941181
-3.623283625,-2.66213131,6.55197382
-2.65171051,-3.177697897,6.264351845
-3.351016998,-2.864392519,6.550152779
-3.447010994,-2.815482855,6.565084457
-2.875896931,-2.472217083,5.779043674
-0.314146578,-4.343429089,5.053278923
-0.22288774,-4.390829086,4.95970726
-3.344230413,-2.949299574,6.598309994
-3.160889626,-2.964246273,6.541400909
-3.344994068,-2.889062166,6.573708534
-2.936694145,-3.243143559,6.475420952
-3.7023592,-2.341820002,6.446203232
-3.298856735,-2.878626585,6.496218204
-2.326808453,-3.554581404,6.403002262
-1.938867807,-2.475186348,4.539618492
-1.324871182,1.07952404,0.2194442
0.794224918,0.496386051,-1.445203662
-3.317418337,6.50491333,-2.615933418
-2.771025658,4.540371895,-1.057647109
-2.048470974,4.651795864,-2.004580259
-1.600702643,2.636457205,-0.79431349
-1.695635557,-2.270555019,4.095518112
-2.673133612,4.893079758,-1.851464748
-3.382409573,-2.791405916,6.589418411
-3.579042912,-2.66395402,6.643882751
-3.330806494,-2.886929035,6.580053329
-2.835776091,-2.795619726,6.073277473
0.239442751,-2.663090944,2.652282476
-3.374248028,-2.831090212,6.599577904
-3.307786942,-2.90897727,6.57171154
-1.070855618,-0.549439549,1.698743582
2.48620224,-0.50536716,-2.289064646
4.264282703,-1.812358856,-2.571218729
-1.179291248,-2.028589487,3.610269308
0.437912464,-4.325517178,4.140757561
-3.303126097,-2.985096693,6.583490372
-1.210262299,-2.137520552,3.818980694
-3.527674675,-2.763733149,6.592039585
-3.697734833,-2.600854158,6.46480751
5.31947279,-1.960835218,-3.624657869
-3.19649148,-2.972646236,6.560653687
-2.288135529,1.949708819,0.397424728
-3.563367844,-2.676724672,6.59301281
-3.658386707,-2.670659781,6.567741394
-2.909384251,-2.983534575,6.3028965
-3.205009699,-2.676709414,6.311825752
-2.353091955,-3.64255476,6.350642681
-1.788327336,-3.306640863,5.254963875
-2.862019539,6.387888432,-2.869738817
-2.851000786,-2.949840546,6.212429523
-2.644550562,5.406202316,-2.295151234
-2.043805599,2.221576214,0.34197858
-2.041586876,-0.251991093,2.568498373
-2.259531975,-3.748303413,6.349589348
-3.648236752,-2.640025854,6.617314339
-3.430222988,5.966776848,-1.696815729
-2.998542547,6.587614059,-2.93822813
-3.598081827,4.984339714,-0.63488251
-3.342505455,5.952913761,-1.826213598
-2.783150673,1.849400043,1.763646245
-3.37259531,6.043254852,-1.928972721
-3.382409573,-2.791405916,6.589418411
-3.579042912,-2.66395402,6.643882751
-3.330806494,-2.886929035,6.580053329
-2.835776091,-2.795619726,6.073277473
0.239442751,-2.663090944,2.652282476
-3.374248028,-2.831090212,6.599577904
-3.307786942,-2.90897727,6.57171154
-1.070855618,-0.549439549,1.698743582
2.48620224,-0.50536716,-2.289064646
4.264282703,-1.812358856,-2.571218729
-1.179291248,-2.028589487,3.610269308
0.437912464,-4.325517178,4.140757561
-3.303126097,-2.985096693,6.583490372
-1.210262299,-2.137520552,3.818980694
-3.527674675,-2.763733149,6.592039585
-3.697734833,-2.600854158,6.46480751
5.31947279,-1.960835218,-3.624657869
-3.19649148,-2.972646236,6.560653687
-2.288135529,1.949708819,0.397424728
-3.563367844,-2.676724672,6.59301281
-3.658386707,-2.670659781,6.567741394
-2.909384251,-2.983534575,6.3028965
-3.205009699,-2.676709414,6.311825752
-2.353091955,-3.64255476,6.350642681
-1.788327336,-3.306640863,5.254963875
-2.862019539,6.387888432,-2.869738817
-2.851000786,-2.949840546,6.212429523
-2.644550562,5.406202316,-2.295151234
-2.043805599,2.221576214,0.34197858
-2.041586876,-0.251991093,2.568498373
-2.259531975,-3.748303413,6.349589348
-3.648236752,-2.640025854,6.617314339
-1.728512526,-1.734519958,3.552170992
-2.717210054,-3.305666447,6.321708679
-3.181264877,-3.044828653,6.614172935
0.451097965,-3.923422813,3.802037477
-3.516488552,-2.837682486,6.4775877
3.832162619,-4.491610527,0.395644724
-3.239301205,-2.809168339,6.52451992
-3.298831224,-2.979182482,6.525856972
-3.366819382,-2.871174574,6.519568443
-3.497542858,-2.729723692,6.549405575
-3.42118907,-2.785331011,6.587416649
-3.31686306,-2.933775663,6.4848423
-2.49505043,-3.025454998,5.770645618
-3.606851816,-2.652081728,6.559063911
-3.313382864,-2.933167696,6.594673634
-2.945212603,-3.134403944,6.425981522
-1.971187353,2.006346941,0.566954315
-3.31440115,-2.964976072,6.541858196
-1.907706618,0.93204242,1.018482566
-2.737855911,-3.209623337,6.428265572
-3.107782364,-2.832397223,6.431478024
-3.402186155,-2.743910074,6.456313133
1.120652795,-4.404958248,3.552035093
-3.017236233,-3.124049425,6.531153679
-3.425768375,-2.777971983,6.508262634
-3.365238667,-2.785287142,6.446454048
2.762990475,-3.653798819,1.006800175
0.445156604,-4.421504974,4.334668159
-3.49281621,-2.755454302,6.599848747
-3.468142986,-2.703146219,6.532755852
-3.198677063,-3.010648251,6.611023426
-2.910352468,-3.203695774,6.521435261
-3.431340456,-2.696944237,6.433646202
-2.846390724,-3.296571493,6.506961823
-3.442881823,-2.75662899,6.515704155
-2.243139267,-2.245620012,4.875731468
-3.356943607,-2.819234848,6.495345116
-3.424435616,-2.802860737,6.594379425
-3.467209101,-2.74742794,6.546198845
3.940094471,-3.783434153,-0.436845034
-3.320083141,-2.930159807,6.514468193
-3.512269974,-2.752063036,6.533719063
-3.243481636,-2.976694107,6.427557468
-3.172365665,-3.032480478,6.506221771
-3.300949097,-2.913316965,6.529847145
-3.535215378,-2.775437117,6.60532093
-1.728512526,-1.734519958,3.552170992
-2.717210054,-3.305666447,6.321708679
-3.181264877,-3.044828653,6.614172935
0.451097965,-3.923422813,3.802037477
-3.516488552,-2.837682486,6.4775877
3.832162619,-4.491610527,0.395644724
-3.239301205,-2.809168339,6.52451992
-3.298831224,-2.979182482,6.525856972
-3.366819382,-2.871174574,6.519568443
-3.497542858,-2.729723692,6.549405575
-3.42118907,-2.785331011,6.587416649
-3.31686306,-2.933775663,6.4848423
-2.49505043,-3.025454998,5.770645618
-3.606851816,-2.652081728,6.559063911
-3.313382864,-2.933167696,6.594673634
-2.945212603,-3.134403944,6.425981522
-1.971187353,2.006346941,0.566954315
-3.31440115,-2.964976072,6.541858196
-1.907706618,0.93204242,1.018482566
-2.737855911,-3.209623337,6.428265572
-3.107782364,-2.832397223,6.431478024
-3.402186155,-2.743910074,6.456313133
1.120652795,-4.404958248,3.552035093
-3.017236233,-3.124049425,6.531153679
-3.425768375,-2.777971983,6.508262634
-3.365238667,-2.785287142,6.446454048
2.762990475,-3.653798819,1.006800175
0.445156604,-4.421504974,4.334668159
-3.49281621,-2.755454302,6.599848747
-3.468142986,-2.703146219,6.532755852
-3.198677063,-3.010648251,6.611023426
-2.910352468,-3.203695774,6.521435261
-3.431340456,-2.696944237,6.433646202
-2.846390724,-3.296571493,6.506961823
-3.442881823,-2.75662899,6.515704155
-2.243139267,-2.245620012,4.875731468
-3.356943607,-2.819234848,6.495345116
-3.424435616,-2.802860737,6.594379425
-3.467209101,-2.74742794,6.546198845
3.940094471,-3.783434153,-0.436845034
-3.320083141,-2.930159807,6.514468193
-3.512269974,-2.752063036,6.533719063
-3.243481636,-2.976694107,6.427557468
-3.172365665,-3.032480478,6.506221771
-3.300949097,-2.913316965,6.529847145
-3.535215378,-2.775437117,6.60532093
-1.728512526,-1.734519958,3.552170992
-2.717210054,-3.305666447,6.321708679
-3.181264877,-3.044828653,6.614172935
0.451097965,-3.923422813,3.802037477
-3.516488552,-2.837682486,6.4775877
3.832162619,-4.491610527,0.395644724
-3.239301205,-2.809168339,6.52451992
-3.298831224,-2.979182482,6.525856972
-3.366819382,-2.871174574,6.519568443
-3.497542858,-2.729723692,6.549405575
-3.42118907,-2.785331011,6.587416649
-3.31686306,-2.933775663,6.4848423
-2.49505043,-3.025454998,5.770645618
-3.606851816,-2.652081728,6.559063911
-3.313382864,-2.933167696,6.594673634
-2.945212603,-3.134403944,6.425981522
-1.971187353,2.006346941,0.566954315
-3.31440115,-2.964976072,6.541858196
-1.907706618,0.93204242,1.018482566
-2.737855911,-3.209623337,6.428265572
-3.107782364,-2.832397223,6.431478024
-3.402186155,-2.743910074,6.456313133
1.120652795,-4.404958248,3.552035093
-3.017236233,-3.124049425,6.531153679
-3.425768375,-2.777971983,6.508262634
-3.365238667,-2.785287142,6.446454048
2.762990475,-3.653798819,1.006800175
0.445156604,-4.421504974,4.334668159
-3.49281621,-2.755454302,6.599848747
-3.468142986,-2.703146219,6.532755852
-3.198677063,-3.010648251,6.611023426
-2.910352468,-3.203695774,6.521435261
-3.431340456,-2.696944237,6.433646202
-2.846390724,-3.296571493,6.506961823
-3.442881823,-2.75662899,6.515704155
-2.243139267,-2.245620012,4.875731468
-3.356943607,-2.819234848,6.495345116
-3.424435616,-2.802860737,6.594379425
-3.467209101,-2.74742794,6.546198845
3.940094471,-3.783434153,-0.436845034
-3.320083141,-2.930159807,6.514468193
-3.512269974,-2.752063036,6.533719063
-3.243481636,-2.976694107,6.427557468
-3.172365665,-3.032480478,6.506221771
-3.300949097,-2.913316965,6.529847145
-3.535215378,-2.775437117,6.60532093
-2.980788469,-3.122533798,6.424217224
-3.629009962,-2.660453081,6.570495129
-3.467067719,-2.777269363,6.583542347
-3.339556932,-2.8286798,6.508784294
-3.348874569,-2.818198919,6.474887848
-3.200737715,-2.971296072,6.577810287
-3.292225361,-2.983566999,6.590562344
-2.78315115,-3.315805912,6.524932861
1.64186728,-4.043934822,2.714989901
-3.246510506,-2.952389479,6.581749916
-3.55290556,-2.700954199,6.418700695
-3.391297579,-2.862778664,6.566382408
-3.232225418,-2.923815012,6.505680561
-3.250454426,-2.970295191,6.607074738
-3.219053268,-3.00683713,6.611197472
-3.246837616,-2.984995604,6.592135429
-3.286046982,-2.933995724,6.57632494
-3.443768024,-2.808956861,6.664589405
-3.50026083,-2.781054974,6.587479591
-3.47048521,-2.73059845,6.546262264
-2.918614388,-3.189091444,6.511111259
-3.298051834,-2.946894884,6.59798193
-3.19169569,-3.023812056,6.588885307
-3.406671286,-2.858170748,6.613876343
-3.31815052,-2.912124872,6.588317871
-3.754805803,-2.413022518,6.584411144
-3.340940952,-2.911094904,6.590353012
-3.25395298,-2.951705217,6.546544552
-3.471179962,-2.725142241,6.601840973
-2.735909462,-3.316656828,6.486997604
-3.842023611,-2.348901033,6.489435673
-3.41260004,-2.837498903,6.591622353
-3.408131599,-2.881553411,6.654823303
-3.009490252,-3.149556398,6.581422806
-3.401751518,-2.709873915,6.600941181
-3.623283625,-2.66213131,6.55197382
-2.65171051,-3.177697897,6.264351845
-3.351016998,-2.864392519,6.550152779
-3.447010994,-2.815482855,6.565084457
-2.875896931,-2.472217083,5.779043674
-0.314146578,-4.343429089,5.053278923
-0.22288774,-4.390829086,4.95970726
-3.344230413,-2.949299574,6.598309994
-3.160889626,-2.964246273,6.541400909
-3.344994068,-2.889062166,6.573708534
-2.936694145,-3.243143559,6.475420952
-3.7023592,-2.341820002,6.446203232
-3.298856735,-2.878626585,6.496218204
-2.326808453,-3.554581404,6.403002262
-1.938867807,-2.475186348,4.539618492
-1.324871182,1.07952404,0.2194442
0.794224918,0.496386051,-1.445203662
-3.317418337,6.50491333,-2.615933418
-2.771025658,4.540371895,-1.057647109
-2.048470974,4.651795864,-2.004580259
-1.600702643,2.636457205,-0.79431349
-1.695635557,-2.270555019,4.095518112
-2.673133612,4.893079758,-1.851464748
-2.85875082,4.476937771,-1.115262866
-1.814077735,-2.260967493,4.566853523
-3.225332022,-3.010565758,6.578854084
5.779610157,-3.314622164,-2.813786745
3.074905634,-4.213674545,0.958498061
0.938960612,0.491350949,-1.440561295
-0.820798695,-2.894988775,3.535990715
2.453516483,1.107248425,-3.593123674
-0.62827158,-4.130683899,4.924743176
-3.723594666,-2.638599634,6.544729233
-3.723594666,-2.638599634,6.544729233
-3.682054281,1.877723694,2.457915545
5.546132088,-2.360011339,-3.600349188
5.424352169,-3.630528212,-2.035248041
5.871663094,-3.316941023,-2.872209072
-1.529934287,5.272680283,-3.315328836
-1.707635045,0.376061022,1.498681188
-1.707376122,1.092513084,0.856770635
-2.056667805,-1.628066182,4.274868011
5.825778961,-2.668980837,-3.562448025
4.650727749,-2.259329796,-2.783393145
2.741360426,-4.024596691,1.193855047
4.788483143,-3.891003132,-1.363209963
-1.805709004,3.785712957,-1.741859198
-3.613313198,-2.203910589,6.251130104
-3.099459648,-0.810439467,4.202191353
-3.822688103,3.901436329,0.621388972
4.115681171,-0.390115589,-3.908531189
-0.612147212,1.018741608,-0.276155204
-2.796090126,6.318344116,-2.899734735
0.293020666,-1.972907543,1.723924398
1.041281343,-4.097022533,3.038349867
1.26819241,3.270613432,-4.437170982
-2.947062731,6.490306854,-3.012287855
5.797601223,-2.627212524,-3.534471273
5.91168499,-2.872296572,-3.495183229
-1.911357164,1.297551155,0.711696982
-3.25472784,6.182895184,-2.354287863
-2.282020092,1.467480063,0.962778032
-3.381428719,-2.844834566,6.571072578
0.596294403,3.317447424,-3.674457788
-3.184487581,6.834203243,-3.281196356
-3.487270832,6.441910744,-2.312157869
-1.961123586,5.34864521,-2.662755251
6.089040279,-3.595556498,-2.975458384
5.744988918,-4.075756073,-2.201472282
5.17391634,-3.813388824,-1.754214168
-3.982047081,3.620139837,0.93719846
-3.573238611,-2.609153509,6.576026917
4.464097023,-0.730713427,-3.933317423
-4.057375431,3.159943581,1.460492849
-1.687885046,-1.374156237,3.550001383
-3.614603996,-2.644952536,6.60710144
-2.565842628,-3.298304319,6.504951
-3.447003126,6.881045818,-2.739546537
-3.579872131,4.58296299,-0.299125284
-3.270064354,6.396356583,-2.383348703
-1.511453629,0.384616286,1.569391966
-3.267326593,6.497743607,-2.591635227
-3.64470911,2.160399675,2.210089922
-1.899214506,4.494061947,-2.185752869
-3.329600334,6.922987938,-3.117954969
-1.179610729,4.531402111,-2.862714052
0.559827805,2.726508856,-3.133950472
3.000921249,1.40416503,-4.543233395
-2.803249121,6.183528423,-2.751955271
3.5993433,-0.972133815,-2.697505236
5.287299633,-1.585194945,-4.030085087
5.920351505,-2.911906242,-3.445811033
-3.050251245,5.625330448,-1.804677844
-3.187268257,6.875190258,-3.266360998
1.299940109,3.419219494,-4.761503696
-3.358898878,6.321739674,-2.312113762
-3.520796776,5.330931664,-1.106822252
-3.875943422,2.219716787,2.192483187
-3.502626419,5.063285828,-0.794443488
-3.059748888,6.346578598,-2.77838397
-3.35089922,6.465942383,-2.188792944
-3.435682774,5.199228764,-1.175700068
-1.216760159,5.123137951,-3.590486288
-3.634291887,3.699007273,0.545651138
5.725378513,-2.222093105,-3.854560614
6.012722969,-3.564898729,-2.976884604
0.788501978,-1.356228352,1.031855583
-1.391243458,5.614195824,-3.857521772
-3.15942502,6.828931808,-3.063955069
-3.223983288,5.744748116,-1.89129734
-0.308518142,3.203081608,-2.361387968
-3.314549446,6.924621105,-3.080506802
2.895859718,1.201317549,-4.29821682
-2.199913502,6.063132286,-3.486416578
-3.292810917,6.594575405,-2.692060709
-3.074686527,5.961722851,-2.289361238
-2.421462297,5.391693115,-2.469690084
-3.158792019,6.34383297,-2.472445726
-3.055802345,6.83273983,-3.383509398
0.546602845,3.659276485,-4.046025276
5.633916378,-2.428079367,-3.397958279
-3.250934124,6.649908066,-2.807097197
-3.155951262,-1.38504529,4.757967472
-2.565842628,-3.298304319,6.504951
-3.153444767,5.856585503,-2.062525511
-3.447003126,6.881045818,-2.739546537
-3.579872131,4.58296299,-0.299125284
-3.270064354,6.396356583,-2.383348703
-1.511453629,0.384616286,1.569391966
-0.622806787,3.651961803,-2.674178362
-3.267326593,6.497743607,-2.591635227
-3.64470911,2.160399675,2.210089922
-1.899214506,4.494061947,-2.185752869
-2.565557241,5.364389896,-2.033617258
-3.352590561,6.799595833,-2.775287151
-3.329600334,6.922987938,-3.117954969
-1.179610729,4.531402111,-2.862714052
0.559827805,2.726508856,-3.133950472
3.000921249,1.40416503,-4.543233395
2.774875164,-1.052737355,-1.976634741
-2.803249121,6.183528423,-2.751955271
3.5993433,-0.972133815,-2.697505236
5.287299633,-1.585194945,-4.030085087
5.287299633,-1.585194945,-4.030085087
-2.725466251,6.207443237,-2.945075274
5.920351505,-2.911906242,-3.445811033
-3.050251245,5.625330448,-1.804677844
0.48387605,0.363841712,-0.793285906
-3.187268257,6.875190258,-3.266360998
-2.508065224,6.59794426,-3.726360798
1.299940109,3.419219494,-4.761503696
-3.358898878,6.321739674,-2.312113762
-3.520796776,5.330931664,-1.106822252
-3.358898878,6.321739674,-2.312113762
-3.520796776,5.330931664,-1.106822252
-3.875943422,2.219716787,2.192483187
-3.502626419,5.063285828,-0.794443488
-3.059748888,6.346578598,-2.77838397
-3.35089922,6.465942383,-2.188792944
-3.435682774,5.199228764,-1.175700068
-1.216760159,5.123137951,-3.590486288
-3.634291887,3.699007273,0.545651138
5.725378513,-2.222093105,-3.854560614
5.725378513,-2.222093105,-3.854560614
6.012722969,-3.564898729,-2.976884604
0.788501978,-1.356228352,1.031855583
-1.391243458,5.614195824,-3.857521772
-3.15942502,6.828931808,-3.063955069
-3.223983288,5.744748116,-1.89129734
-0.308518142,3.203081608,-2.361387968
-3.314549446,6.924621105,-3.080506802
2.895859718,1.201317549,-4.29821682
-2.199913502,6.063132286,-3.486416578
-3.292810917,6.594575405,-2.692060709
-3.074686527,5.961722851,-2.289361238
-2.421462297,5.391693115,-2.469690084
-3.158792019,6.34383297,-2.472445726
-3.055802345,6.83273983,-3.383509398
0.546602845,3.659276485,-4.046025276
5.893351078,-3.56989646,-2.818845987
5.633916378,-2.428079367,-3.397958279
-3.250934124,6.649908066,-2.807097197
5.968345165,-2.916226149,-3.480746746
-3.155951262,-1.38504529,4.757967472
3.833325863,0.606369019,-4.652939796
-0.417226493,3.907111168,-3.202757597
-3.194062948,4.67035532,-0.748720706
-3.323176622,6.852399826,-3.007152319
6.011501789,-3.170813084,-3.260212183
5.833035946,-3.539711714,-2.600411654
-2.85875082,4.476937771,-1.115262866
-3.348426342,5.806380749,-1.646144629
-3.332389355,6.368484497,-2.276651382
-3.179068089,5.774012089,-1.783509731
-3.018671989,0.37964502,2.8681252
-3.63380003,3.443254471,0.64871031
-3.626113415,0.672880292,2.965311766
-3.352590561,6.799595833,-2.775287151
-3.3040061,6.892259121,-2.981865644
-3.33014679,6.417994499,-2.252695799
-3.559808493,6.2243433,-1.878575444
-3.352590561,6.799595833,-2.775287151
-1.814077735,-2.260967493,4.566853523
-1.911213279,4.259210587,-1.493520975
-2.358055115,5.617836952,-2.500976801
-0.287307531,2.641893148,-2.22853446
-1.838710427,5.125898361,-2.732581854
0.29365015,1.947080135,-2.002900362
0.479464293,0.637209117,-1.12110889
0.450853527,1.732393265,-2.084437132
-1.721148968,5.240155697,-2.878085613
-0.599705458,3.198533773,-2.231609344
-1.428420544,4.276059151,-2.328872919
0.220753387,1.379555702,-1.422050714
-3.982047081,3.620139837,0.93719846
-2.967144251,6.419218063,-2.876972437
-2.565557241,5.364389896,-2.033617258
-3.194637299,6.830910683,-3.209492207
-2.725466251,6.207443237,-2.945075274
-1.753091812,5.731142044,-3.490229368
-0.507189035,-2.507028818,3.266801596
-0.074270502,-2.972946405,3.312602282
5.48367548,-3.833342075,-2.032009363
-2.564860344,2.582689047,0.398820907
-3.512648582,-2.803117514,6.625256538
-3.55660677,-2.624220371,6.514105797
4.605665684,-2.277458906,-2.713842154
-3.194468498,6.447014809,-2.740979433
-3.515948772,5.536133289,-1.727191329
5.605190754,-3.392685413,-2.713349819
